0.00	1
0.50	0
1.00	0
1.50	0
2.00	0
2.50	0
3.00	0
3.50	0
4.00	0
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	3
0.50	0
1.00	0
1.50	0
2.00	1
2.50	0
3.00	0
3.50	0
4.00	0
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	7
0.50	0
1.00	2
1.50	0
2.00	1
2.50	0
3.00	2
3.50	0
4.00	0
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	19
0.50	0
1.00	5
1.50	0
2.00	7
2.50	0
3.00	4
3.50	1
4.00	8
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	55
0.50	1
1.00	20
1.50	5
2.00	18
2.50	3
3.00	20
3.50	1
4.00	19
4.50	6
5.00	22
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	220
0.50	15
1.00	94
1.50	30
2.00	96
2.50	21
3.00	115
3.50	11
4.00	98
4.50	19
5.00	88
5.50	36
6.00	81
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	1227
0.50	87
1.00	554
1.50	245
2.00	633
2.50	267
3.00	608
3.50	283
4.00	670
4.50	221
5.00	583
5.50	322
6.00	463
6.50	331
7.00	338
7.50	0
8.00	0
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	12806
0.50	684
1.00	5301
1.50	3443
2.00	7469
2.50	4154
3.00	7021
3.50	4613
4.00	8478
4.50	3198
5.00	7590
5.50	4061
6.00	6368
6.50	5262
7.00	4602
7.50	4051
8.00	2083
8.50	0
9.00	0
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	265738
0.50	7384
1.00	82922
1.50	73300
2.00	154501
2.50	111142
3.00	163761
3.50	116366
4.00	158391
4.50	126669
5.00	172614
5.50	112444
6.00	161394
6.50	119024
7.00	129973
7.50	135368
8.00	80670
8.50	73473
9.00	21084
9.50	0
10.00	0
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

0.00	11527898
0.50	119859
1.00	2366337
1.50	2584143
2.00	6132148
2.50	5359659
3.00	7153824
3.50	6062262
4.00	7339084
4.50	6354599
5.00	8161894
5.50	5712816
6.00	7645347
6.50	6046301
7.00	6741227
7.50	6480293
8.00	5673806
8.50	5775786
9.00	2631122
9.50	2234515
10.00	392220
10.50	0
11.00	0
11.50	0
12.00	0
12.50	0
13.00	0
13.50	0
14.00	0
14.50	0
15.00	0
15.50	0
16.00	0
16.50	0
17.00	0
17.50	0
18.00	0
18.50	0
19.00	0
19.50	0
20.00	0

