-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	0
-3.50	0
-3.00	0
-2.50	0
-2.00	0
-1.50	0
-1.00	0
-0.50	0
0.00	0
0.50	0
1.00	0
1.50	0
2.00	0
2.50	0
3.00	0
3.50	0
4.00	0
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	0
-3.50	0
-3.00	0
-2.50	0
-2.00	0
-1.50	0
-1.00	1
-0.50	0
0.00	2
0.50	0
1.00	1
1.50	0
2.00	0
2.50	0
3.00	0
3.50	0
4.00	0
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	0
-3.50	0
-3.00	0
-2.50	0
-2.00	0
-1.50	0
-1.00	4
-0.50	0
0.00	5
0.50	0
1.00	1
1.50	1
2.00	1
2.50	0
3.00	0
3.50	0
4.00	0
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	0
-3.50	0
-3.00	0
-2.50	0
-2.00	1
-1.50	3
-1.00	12
-0.50	1
0.00	14
0.50	1
1.00	4
1.50	1
2.00	4
2.50	1
3.00	2
3.50	0
4.00	0
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	0
-3.50	0
-3.00	0
-2.50	0
-2.00	7
-1.50	17
-1.00	40
-0.50	5
0.00	43
0.50	6
1.00	17
1.50	2
2.00	8
2.50	7
3.00	8
3.50	3
4.00	2
4.50	0
5.00	0
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	0
-3.50	0
-3.00	1
-2.50	7
-2.00	65
-1.50	89
-1.00	189
-0.50	43
0.00	194
0.50	43
1.00	102
1.50	26
2.00	19
2.50	25
3.00	41
3.50	35
4.00	18
4.50	7
5.00	2
5.50	0
6.00	0
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	0
-3.50	0
-3.00	15
-2.50	146
-2.00	595
-1.50	668
-1.00	1258
-0.50	402
0.00	1242
0.50	398
1.00	742
1.50	393
2.00	107
2.50	74
3.00	187
3.50	266
4.00	241
4.50	125
5.00	44
5.50	10
6.00	3
6.50	0
7.00	0
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	1
-3.50	18
-3.00	435
-2.50	3627
-2.00	8049
-1.50	8967
-1.00	14162
-0.50	6109
0.00	13625
0.50	6374
1.00	9579
1.50	6642
2.00	2469
2.50	386
3.00	898
3.50	2137
4.00	3257
4.50	2789
5.00	1495
5.50	477
6.00	107
6.50	17
7.00	4
7.50	0
8.00	0
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	0
-4.50	0
-4.00	29
-3.50	1056
-3.00	22347
-2.50	128633
-2.00	187307
-1.50	214548
-1.00	298075
-0.50	161369
0.00	286817
0.50	168655
1.00	225261
1.50	167589
2.00	104213
2.50	13183
3.00	4683
3.50	18118
4.00	46985
4.50	70976
5.00	62617
5.50	32059
6.00	9633
6.50	1772
7.00	254
7.50	30
8.00	4
8.50	0
9.00	0

-8.50	0
-8.00	0
-7.50	0
-7.00	0
-6.50	0
-6.00	0
-5.50	0
-5.00	1
-4.50	38
-4.00	2645
-3.50	120534
-3.00	2078417
-2.50	7104086
-2.00	9094421
-1.50	9845776
-1.00	12329789
-0.50	8110837
0.00	11643767
0.50	8746909
1.00	10090345
1.50	8255557
2.00	6579333
2.50	1407998
3.00	84745
3.50	164377
4.00	752976
4.50	2006811
5.00	3096441
5.50	2729291
6.00	1373994
6.50	389382
7.00	65282
7.50	6882
8.00	595
8.50	47
9.00	4

